"Gene","Cluster","Driving"
"ENSRNOG00000027728",2,"THC_O3_vs_VEH"
"ENSRNOG00000027923",2,"THC_O3_vs_VEH"
"ENSRNOG00000027924",3,"THC_O3_vs_VEH"
"ENSRNOG00000027990",1,"THC_O3_vs_VEH"
"ENSRNOG00000028166",1,"THC_O3_vs_VEH"
"ENSRNOG00000028176",3,"THC_O3_vs_VEH"
"ENSRNOG00000028208",2,"THC_O3_vs_VEH"
"ENSRNOG00000028215",3,"THC_O3_vs_VEH"
"ENSRNOG00000028227",2,"THC_O3_vs_VEH"
"ENSRNOG00000028236",1,"THC_O3_vs_VEH"
"ENSRNOG00000028358",3,"THC_O3_vs_VEH"
"ENSRNOG00000028380",2,"THC_O3_vs_VEH"
"ENSRNOG00000028534",3,"THC_O3_vs_VEH"
"ENSRNOG00000028629",1,"THC_O3_vs_VEH"
"ENSRNOG00000028717",1,"THC_O3_vs_VEH"
"ENSRNOG00000028765",3,"THC_O3_vs_VEH"
"ENSRNOG00000028910",2,"THC_O3_vs_VEH"
"ENSRNOG00000028956",1,"THC_O3_vs_VEH"
"ENSRNOG00000029043",2,"THC_O3_vs_VEH"
"ENSRNOG00000029078",1,"THC_O3_vs_VEH"
"ENSRNOG00000029220",2,"THC_O3_vs_VEH"
"ENSRNOG00000029235",3,"THC_O3_vs_VEH"
"ENSRNOG00000029339",1,"THC_O3_vs_VEH"
"ENSRNOG00000029360",2,"THC_O3_vs_VEH"
"ENSRNOG00000029510",3,"THC_O3_vs_VEH"
"ENSRNOG00000029592",2,"THC_O3_vs_VEH"
"ENSRNOG00000029788",3,"THC_O3_vs_VEH"
"ENSRNOG00000029875",1,"THC_O3_vs_VEH"
"ENSRNOG00000029910",2,"THC_O3_vs_VEH"
"ENSRNOG00000029912",1,"THC_O3_vs_VEH"
"ENSRNOG00000029941",1,"THC_O3_vs_VEH"
"ENSRNOG00000030109",2,"THC_O3_vs_VEH"
"ENSRNOG00000030157",2,"THC_O3_vs_VEH"
"ENSRNOG00000030213",3,"THC_O3_vs_VEH"
"ENSRNOG00000030291",1,"THC_O3_vs_VEH"
"ENSRNOG00000030314",2,"THC_O3_vs_VEH"
"ENSRNOG00000030408",1,"THC_O3_vs_VEH"
"ENSRNOG00000030680",2,"THC_O3_vs_VEH"
"ENSRNOG00000030704",2,"THC_O3_vs_VEH"
"ENSRNOG00000031022",1,"THC_O3_vs_VEH"
"ENSRNOG00000031041",1,"THC_O3_vs_VEH"
"ENSRNOG00000031097",1,"THC_O3_vs_VEH"
"ENSRNOG00000031127",1,"THC_O3_vs_VEH"
"ENSRNOG00000031244",1,"THC_O3_vs_VEH"
"ENSRNOG00000031315",1,"THC_O3_vs_VEH"
"ENSRNOG00000031368",1,"THC_O3_vs_VEH"
"ENSRNOG00000031431",1,"THC_O3_vs_VEH"
"ENSRNOG00000031495",3,"THC_O3_vs_VEH"
"ENSRNOG00000031579",1,"THC_O3_vs_VEH"
"ENSRNOG00000031834",1,"THC_O3_vs_VEH"
"ENSRNOG00000032070",2,"THC_O3_vs_VEH"
"ENSRNOG00000032232",1,"THC_O3_vs_VEH"
"ENSRNOG00000032391",2,"THC_O3_vs_VEH"
"ENSRNOG00000032414",3,"THC_O3_vs_VEH"
"ENSRNOG00000032441",2,"THC_O3_vs_VEH"
"ENSRNOG00000032585",1,"THC_O3_vs_VEH"
"ENSRNOG00000032605",1,"THC_O3_vs_VEH"
"ENSRNOG00000032630",1,"THC_O3_vs_VEH"
"ENSRNOG00000032780",1,"THC_O3_vs_VEH"
"ENSRNOG00000032803",1,"THC_O3_vs_VEH"
"ENSRNOG00000032813",2,"THC_O3_vs_VEH"
"ENSRNOG00000033169",3,"THC_O3_vs_VEH"
"ENSRNOG00000033346",1,"THC_O3_vs_VEH"
"ENSRNOG00000033397",3,"THC_O3_vs_VEH"
"ENSRNOG00000033473",1,"THC_O3_vs_VEH"
"ENSRNOG00000033498",1,"THC_O3_vs_VEH"
"ENSRNOG00000033568",3,"THC_O3_vs_VEH"
"ENSRNOG00000033573",3,"THC_O3_vs_VEH"
"ENSRNOG00000033611",1,"THC_O3_vs_VEH"
"ENSRNOG00000033916",1,"THC_O3_vs_VEH"
"ENSRNOG00000033942",3,"THC_O3_vs_VEH"
"ENSRNOG00000034013",3,"THC_O3_vs_VEH"
"ENSRNOG00000034022",2,"THC_O3_vs_VEH"
"ENSRNOG00000034107",1,"THC_O3_vs_VEH"
"ENSRNOG00000034161",1,"THC_O3_vs_VEH"
"ENSRNOG00000034180",1,"THC_O3_vs_VEH"
"ENSRNOG00000034233",2,"THC_O3_vs_VEH"
"ENSRNOG00000034269",2,"THC_O3_vs_VEH"
"ENSRNOG00000036598",3,"THC_O3_vs_VEH"
"ENSRNOG00000036671",1,"THC_O3_vs_VEH"
"ENSRNOG00000036678",1,"THC_O3_vs_VEH"
"ENSRNOG00000036686",1,"THC_O3_vs_VEH"
"ENSRNOG00000036688",1,"THC_O3_vs_VEH"
"ENSRNOG00000036693",1,"THC_O3_vs_VEH"
"ENSRNOG00000036695",1,"THC_O3_vs_VEH"
"ENSRNOG00000036814",3,"THC_O3_vs_VEH"
"ENSRNOG00000036894",1,"THC_O3_vs_VEH"
"ENSRNOG00000037227",3,"THC_O3_vs_VEH"
"ENSRNOG00000037604",2,"THC_O3_vs_VEH"
"ENSRNOG00000037765",3,"THC_O3_vs_VEH"
"ENSRNOG00000037894",3,"THC_O3_vs_VEH"
"ENSRNOG00000038459",3,"THC_O3_vs_VEH"
"ENSRNOG00000038597",3,"THC_O3_vs_VEH"
"ENSRNOG00000038902",1,"THC_O3_vs_VEH"
"ENSRNOG00000038951",1,"THC_O3_vs_VEH"
"ENSRNOG00000039091",2,"THC_O3_vs_VEH"
"ENSRNOG00000039233",3,"THC_O3_vs_VEH"
"ENSRNOG00000039241",2,"THC_O3_vs_VEH"
"ENSRNOG00000039249",1,"THC_O3_vs_VEH"
"ENSRNOG00000039265",1,"THC_O3_vs_VEH"
"ENSRNOG00000039297",1,"THC_O3_vs_VEH"
"ENSRNOG00000039417",1,"THC_O3_vs_VEH"
"ENSRNOG00000039463",2,"THC_O3_vs_VEH"
"ENSRNOG00000039587",2,"THC_O3_vs_VEH"
"ENSRNOG00000039717",3,"THC_O3_vs_VEH"
"ENSRNOG00000039837",3,"THC_O3_vs_VEH"
"ENSRNOG00000039871",1,"THC_O3_vs_VEH"
"ENSRNOG00000039877",1,"THC_O3_vs_VEH"
"ENSRNOG00000040273",1,"THC_O3_vs_VEH"
"ENSRNOG00000041449",3,"THC_O3_vs_VEH"
"ENSRNOG00000042126",1,"THC_O3_vs_VEH"
"ENSRNOG00000042229",1,"THC_O3_vs_VEH"
"ENSRNOG00000042233",1,"THC_O3_vs_VEH"
"ENSRNOG00000042340",2,"THC_O3_vs_VEH"
"ENSRNOG00000042389",1,"THC_O3_vs_VEH"
"ENSRNOG00000042499",1,"THC_O3_vs_VEH"
"ENSRNOG00000042503",1,"THC_O3_vs_VEH"
"ENSRNOG00000042519",3,"THC_O3_vs_VEH"
"ENSRNOG00000042627",1,"THC_O3_vs_VEH"
"ENSRNOG00000042653",1,"THC_O3_vs_VEH"
"ENSRNOG00000042679",2,"THC_O3_vs_VEH"
"ENSRNOG00000042740",1,"THC_O3_vs_VEH"
"ENSRNOG00000042869",1,"THC_O3_vs_VEH"
"ENSRNOG00000042886",1,"THC_O3_vs_VEH"
"ENSRNOG00000042977",1,"THC_O3_vs_VEH"
"ENSRNOG00000043007",1,"THC_O3_vs_VEH"
"ENSRNOG00000043114",1,"THC_O3_vs_VEH"
"ENSRNOG00000043189",2,"THC_O3_vs_VEH"
"ENSRNOG00000043212",3,"THC_O3_vs_VEH"
"ENSRNOG00000043295",1,"THC_O3_vs_VEH"
"ENSRNOG00000043300",1,"THC_O3_vs_VEH"
"ENSRNOG00000043328",1,"THC_O3_vs_VEH"
"ENSRNOG00000043400",1,"THC_O3_vs_VEH"
"ENSRNOG00000043596",3,"THC_O3_vs_VEH"
"ENSRNOG00000045639",3,"THC_O3_vs_VEH"
"ENSRNOG00000045649",3,"THC_O3_vs_VEH"
"ENSRNOG00000045698",2,"THC_O3_vs_VEH"
"ENSRNOG00000045728",2,"THC_O3_vs_VEH"
"ENSRNOG00000045740",2,"THC_O3_vs_VEH"
"ENSRNOG00000045860",1,"THC_O3_vs_VEH"
"ENSRNOG00000045863",2,"THC_O3_vs_VEH"
"ENSRNOG00000045884",3,"THC_O3_vs_VEH"
"ENSRNOG00000045941",2,"THC_O3_vs_VEH"
"ENSRNOG00000046023",2,"THC_O3_vs_VEH"
"ENSRNOG00000046257",1,"THC_O3_vs_VEH"
"ENSRNOG00000046258",1,"THC_O3_vs_VEH"
"ENSRNOG00000046405",1,"THC_O3_vs_VEH"
"ENSRNOG00000046424",3,"THC_O3_vs_VEH"
"ENSRNOG00000046497",2,"THC_O3_vs_VEH"
"ENSRNOG00000046500",3,"THC_O3_vs_VEH"
"ENSRNOG00000046548",1,"THC_O3_vs_VEH"
"ENSRNOG00000046599",3,"THC_O3_vs_VEH"
"ENSRNOG00000046607",1,"THC_O3_vs_VEH"
"ENSRNOG00000046705",1,"THC_O3_vs_VEH"
"ENSRNOG00000046741",2,"THC_O3_vs_VEH"
"ENSRNOG00000046922",3,"THC_O3_vs_VEH"
"ENSRNOG00000046969",2,"THC_O3_vs_VEH"
"ENSRNOG00000046980",3,"THC_O3_vs_VEH"
"ENSRNOG00000047052",1,"THC_O3_vs_VEH"
"ENSRNOG00000047118",1,"THC_O3_vs_VEH"
"ENSRNOG00000047145",2,"THC_O3_vs_VEH"
"ENSRNOG00000047225",1,"THC_O3_vs_VEH"
"ENSRNOG00000047302",3,"THC_O3_vs_VEH"
"ENSRNOG00000047351",1,"THC_O3_vs_VEH"
"ENSRNOG00000047374",1,"THC_O3_vs_VEH"
"ENSRNOG00000047386",2,"THC_O3_vs_VEH"
"ENSRNOG00000047457",3,"THC_O3_vs_VEH"
"ENSRNOG00000047506",1,"THC_O3_vs_VEH"
"ENSRNOG00000047513",3,"THC_O3_vs_VEH"
"ENSRNOG00000047526",3,"THC_O3_vs_VEH"
"ENSRNOG00000047598",3,"THC_O3_vs_VEH"
"ENSRNOG00000047611",2,"THC_O3_vs_VEH"
"ENSRNOG00000047628",2,"THC_O3_vs_VEH"
"ENSRNOG00000047631",3,"THC_O3_vs_VEH"
"ENSRNOG00000047853",1,"THC_O3_vs_VEH"
"ENSRNOG00000047880",3,"THC_O3_vs_VEH"
"ENSRNOG00000047931",1,"THC_O3_vs_VEH"
"ENSRNOG00000047934",3,"THC_O3_vs_VEH"
"ENSRNOG00000048121",2,"THC_O3_vs_VEH"
"ENSRNOG00000048152",3,"THC_O3_vs_VEH"
"ENSRNOG00000048242",2,"THC_O3_vs_VEH"
"ENSRNOG00000048320",1,"THC_O3_vs_VEH"
"ENSRNOG00000048371",3,"THC_O3_vs_VEH"
"ENSRNOG00000048725",1,"THC_O3_vs_VEH"
"ENSRNOG00000048800",3,"THC_O3_vs_VEH"
"ENSRNOG00000048922",3,"THC_O3_vs_VEH"
"ENSRNOG00000048981",1,"THC_O3_vs_VEH"
"ENSRNOG00000049028",3,"THC_O3_vs_VEH"
"ENSRNOG00000049052",3,"THC_O3_vs_VEH"
"ENSRNOG00000049063",3,"THC_O3_vs_VEH"
"ENSRNOG00000049110",1,"THC_O3_vs_VEH"
"ENSRNOG00000049128",3,"THC_O3_vs_VEH"
"ENSRNOG00000049236",3,"THC_O3_vs_VEH"
"ENSRNOG00000049259",2,"THC_O3_vs_VEH"
"ENSRNOG00000049302",3,"THC_O3_vs_VEH"
"ENSRNOG00000049425",1,"THC_O3_vs_VEH"
"ENSRNOG00000049633",3,"THC_O3_vs_VEH"
"ENSRNOG00000049661",1,"THC_O3_vs_VEH"
"ENSRNOG00000049714",3,"THC_O3_vs_VEH"
"ENSRNOG00000049783",1,"THC_O3_vs_VEH"
"ENSRNOG00000049828",1,"THC_O3_vs_VEH"
"ENSRNOG00000049856",2,"THC_O3_vs_VEH"
"ENSRNOG00000049912",1,"THC_O3_vs_VEH"
"ENSRNOG00000049988",3,"THC_O3_vs_VEH"
"ENSRNOG00000050057",2,"THC_O3_vs_VEH"
"ENSRNOG00000050169",1,"THC_O3_vs_VEH"
"ENSRNOG00000050258",1,"THC_O3_vs_VEH"
"ENSRNOG00000050321",2,"THC_O3_vs_VEH"
"ENSRNOG00000050401",1,"THC_O3_vs_VEH"
"ENSRNOG00000050410",1,"THC_O3_vs_VEH"
"ENSRNOG00000050414",3,"THC_O3_vs_VEH"
"ENSRNOG00000050437",2,"THC_O3_vs_VEH"
"ENSRNOG00000050457",1,"THC_O3_vs_VEH"
"ENSRNOG00000050473",1,"THC_O3_vs_VEH"
"ENSRNOG00000050624",3,"THC_O3_vs_VEH"
"ENSRNOG00000050735",1,"THC_O3_vs_VEH"
"ENSRNOG00000050748",2,"THC_O3_vs_VEH"
"ENSRNOG00000050806",3,"THC_O3_vs_VEH"
"ENSRNOG00000050843",2,"THC_O3_vs_VEH"
"ENSRNOG00000050846",1,"THC_O3_vs_VEH"
"ENSRNOG00000050849",1,"THC_O3_vs_VEH"
"ENSRNOG00000050932",1,"THC_O3_vs_VEH"
"ENSRNOG00000051100",2,"THC_O3_vs_VEH"
"ENSRNOG00000051102",3,"THC_O3_vs_VEH"
"ENSRNOG00000051170",3,"THC_O3_vs_VEH"
"ENSRNOG00000051440",2,"THC_O3_vs_VEH"
"ENSRNOG00000051592",3,"THC_O3_vs_VEH"
"ENSRNOG00000051606",2,"THC_O3_vs_VEH"
"ENSRNOG00000051624",1,"THC_O3_vs_VEH"
"ENSRNOG00000051680",3,"THC_O3_vs_VEH"
"ENSRNOG00000051756",2,"THC_O3_vs_VEH"
"ENSRNOG00000051772",3,"THC_O3_vs_VEH"
"ENSRNOG00000051965",2,"THC_O3_vs_VEH"
"ENSRNOG00000052004",1,"THC_O3_vs_VEH"
"ENSRNOG00000052017",1,"THC_O3_vs_VEH"
"ENSRNOG00000052134",1,"THC_O3_vs_VEH"
"ENSRNOG00000052141",1,"THC_O3_vs_VEH"
"ENSRNOG00000052275",1,"THC_O3_vs_VEH"
"ENSRNOG00000052383",1,"THC_O3_vs_VEH"
"ENSRNOG00000052395",3,"THC_O3_vs_VEH"
"ENSRNOG00000052513",2,"THC_O3_vs_VEH"
"ENSRNOG00000052583",2,"THC_O3_vs_VEH"
"ENSRNOG00000052730",1,"THC_O3_vs_VEH"
"ENSRNOG00000052894",3,"THC_O3_vs_VEH"
"ENSRNOG00000053044",1,"THC_O3_vs_VEH"
"ENSRNOG00000053054",3,"THC_O3_vs_VEH"
"ENSRNOG00000053060",2,"THC_O3_vs_VEH"
"ENSRNOG00000053240",3,"THC_O3_vs_VEH"
"ENSRNOG00000053270",2,"THC_O3_vs_VEH"
"ENSRNOG00000053303",3,"THC_O3_vs_VEH"
"ENSRNOG00000053560",3,"THC_O3_vs_VEH"
"ENSRNOG00000053574",3,"THC_O3_vs_VEH"
"ENSRNOG00000053583",1,"THC_O3_vs_VEH"
"ENSRNOG00000053725",1,"THC_O3_vs_VEH"
"ENSRNOG00000053827",1,"THC_O3_vs_VEH"
"ENSRNOG00000053859",2,"THC_O3_vs_VEH"
"ENSRNOG00000053881",3,"THC_O3_vs_VEH"
"ENSRNOG00000053891",1,"THC_O3_vs_VEH"
"ENSRNOG00000053932",2,"THC_O3_vs_VEH"
"ENSRNOG00000053961",1,"THC_O3_vs_VEH"
"ENSRNOG00000053968",3,"THC_O3_vs_VEH"
"ENSRNOG00000054011",3,"THC_O3_vs_VEH"
"ENSRNOG00000054164",1,"THC_O3_vs_VEH"
"ENSRNOG00000054257",2,"THC_O3_vs_VEH"
"ENSRNOG00000054275",3,"THC_O3_vs_VEH"
"ENSRNOG00000054400",2,"THC_O3_vs_VEH"
"ENSRNOG00000054446",2,"THC_O3_vs_VEH"
"ENSRNOG00000054549",2,"THC_O3_vs_VEH"
"ENSRNOG00000054605",3,"THC_O3_vs_VEH"
"ENSRNOG00000054609",1,"THC_O3_vs_VEH"
"ENSRNOG00000054626",1,"THC_O3_vs_VEH"
"ENSRNOG00000054751",3,"THC_O3_vs_VEH"
"ENSRNOG00000054782",2,"THC_O3_vs_VEH"
"ENSRNOG00000054871",1,"THC_O3_vs_VEH"
"ENSRNOG00000054891",2,"THC_O3_vs_VEH"
"ENSRNOG00000054901",3,"THC_O3_vs_VEH"
"ENSRNOG00000054920",3,"THC_O3_vs_VEH"
"ENSRNOG00000055067",1,"THC_O3_vs_VEH"
"ENSRNOG00000055079",1,"THC_O3_vs_VEH"
"ENSRNOG00000055096",2,"THC_O3_vs_VEH"
"ENSRNOG00000055251",3,"THC_O3_vs_VEH"
"ENSRNOG00000055277",1,"THC_O3_vs_VEH"
"ENSRNOG00000055307",2,"THC_O3_vs_VEH"
"ENSRNOG00000055314",1,"THC_O3_vs_VEH"
"ENSRNOG00000055365",2,"THC_O3_vs_VEH"
"ENSRNOG00000055391",2,"THC_O3_vs_VEH"
"ENSRNOG00000055439",2,"THC_O3_vs_VEH"
"ENSRNOG00000055567",3,"THC_O3_vs_VEH"
"ENSRNOG00000056098",1,"THC_O3_vs_VEH"
"ENSRNOG00000056108",3,"THC_O3_vs_VEH"
"ENSRNOG00000056128",3,"THC_O3_vs_VEH"
"ENSRNOG00000056130",3,"THC_O3_vs_VEH"
"ENSRNOG00000056148",3,"THC_O3_vs_VEH"
"ENSRNOG00000056219",2,"THC_O3_vs_VEH"
"ENSRNOG00000056233",1,"THC_O3_vs_VEH"
"ENSRNOG00000056332",2,"THC_O3_vs_VEH"
"ENSRNOG00000056462",2,"THC_O3_vs_VEH"
"ENSRNOG00000056474",1,"THC_O3_vs_VEH"
"ENSRNOG00000056526",3,"THC_O3_vs_VEH"
"ENSRNOG00000056617",3,"THC_O3_vs_VEH"
"ENSRNOG00000056731",3,"THC_O3_vs_VEH"
"ENSRNOG00000056837",2,"THC_O3_vs_VEH"
"ENSRNOG00000056907",2,"THC_O3_vs_VEH"
"ENSRNOG00000056984",2,"THC_O3_vs_VEH"
"ENSRNOG00000057097",2,"THC_O3_vs_VEH"
"ENSRNOG00000057290",3,"THC_O3_vs_VEH"
"ENSRNOG00000057404",3,"THC_O3_vs_VEH"
"ENSRNOG00000057502",1,"THC_O3_vs_VEH"
"ENSRNOG00000057527",1,"THC_O3_vs_VEH"
"ENSRNOG00000057601",1,"THC_O3_vs_VEH"
"ENSRNOG00000057740",1,"THC_O3_vs_VEH"
"ENSRNOG00000057761",2,"THC_O3_vs_VEH"
"ENSRNOG00000057806",3,"THC_O3_vs_VEH"
"ENSRNOG00000057817",1,"THC_O3_vs_VEH"
"ENSRNOG00000057823",1,"THC_O3_vs_VEH"
"ENSRNOG00000057934",3,"THC_O3_vs_VEH"
"ENSRNOG00000057943",3,"THC_O3_vs_VEH"
"ENSRNOG00000058006",1,"THC_O3_vs_VEH"
"ENSRNOG00000058050",2,"THC_O3_vs_VEH"
"ENSRNOG00000058094",3,"THC_O3_vs_VEH"
"ENSRNOG00000058166",3,"THC_O3_vs_VEH"
"ENSRNOG00000058288",1,"THC_O3_vs_VEH"
"ENSRNOG00000058359",1,"THC_O3_vs_VEH"
"ENSRNOG00000058393",1,"THC_O3_vs_VEH"
"ENSRNOG00000058484",1,"THC_O3_vs_VEH"
"ENSRNOG00000058555",1,"THC_O3_vs_VEH"
"ENSRNOG00000058561",2,"THC_O3_vs_VEH"
"ENSRNOG00000058572",3,"THC_O3_vs_VEH"
"ENSRNOG00000058663",3,"THC_O3_vs_VEH"
"ENSRNOG00000058724",2,"THC_O3_vs_VEH"
"ENSRNOG00000058789",3,"THC_O3_vs_VEH"
"ENSRNOG00000058882",1,"THC_O3_vs_VEH"
"ENSRNOG00000059008",2,"THC_O3_vs_VEH"
"ENSRNOG00000059043",3,"THC_O3_vs_VEH"
"ENSRNOG00000059061",1,"THC_O3_vs_VEH"
"ENSRNOG00000059113",3,"THC_O3_vs_VEH"
"ENSRNOG00000059143",1,"THC_O3_vs_VEH"
"ENSRNOG00000059507",3,"THC_O3_vs_VEH"
"ENSRNOG00000059705",2,"THC_O3_vs_VEH"
"ENSRNOG00000059785",3,"THC_O3_vs_VEH"
"ENSRNOG00000059866",1,"THC_O3_vs_VEH"
"ENSRNOG00000059880",2,"THC_O3_vs_VEH"
"ENSRNOG00000059964",1,"THC_O3_vs_VEH"
"ENSRNOG00000060098",1,"THC_O3_vs_VEH"
"ENSRNOG00000060129",2,"THC_O3_vs_VEH"
"ENSRNOG00000060144",2,"THC_O3_vs_VEH"
"ENSRNOG00000060229",2,"THC_O3_vs_VEH"
"ENSRNOG00000060248",1,"THC_O3_vs_VEH"
"ENSRNOG00000060293",1,"THC_O3_vs_VEH"
"ENSRNOG00000060310",1,"THC_O3_vs_VEH"
"ENSRNOG00000060348",3,"THC_O3_vs_VEH"
"ENSRNOG00000060379",2,"THC_O3_vs_VEH"
"ENSRNOG00000060479",3,"THC_O3_vs_VEH"
"ENSRNOG00000060530",1,"THC_O3_vs_VEH"
"ENSRNOG00000060572",3,"THC_O3_vs_VEH"
"ENSRNOG00000060597",1,"THC_O3_vs_VEH"
"ENSRNOG00000060603",3,"THC_O3_vs_VEH"
"ENSRNOG00000060723",2,"THC_O3_vs_VEH"
"ENSRNOG00000060825",1,"THC_O3_vs_VEH"
"ENSRNOG00000060931",2,"THC_O3_vs_VEH"
"ENSRNOG00000060936",2,"THC_O3_vs_VEH"
"ENSRNOG00000061080",3,"THC_O3_vs_VEH"
"ENSRNOG00000061121",3,"THC_O3_vs_VEH"
"ENSRNOG00000061139",2,"THC_O3_vs_VEH"
"ENSRNOG00000061146",1,"THC_O3_vs_VEH"
"ENSRNOG00000061213",1,"THC_O3_vs_VEH"
"ENSRNOG00000061262",3,"THC_O3_vs_VEH"
"ENSRNOG00000061366",3,"THC_O3_vs_VEH"
"ENSRNOG00000061367",3,"THC_O3_vs_VEH"
"ENSRNOG00000061379",3,"THC_O3_vs_VEH"
"ENSRNOG00000061543",2,"THC_O3_vs_VEH"
"ENSRNOG00000061814",2,"THC_O3_vs_VEH"
"ENSRNOG00000061862",2,"THC_O3_vs_VEH"
"ENSRNOG00000061893",1,"THC_O3_vs_VEH"
"ENSRNOG00000062071",1,"THC_O3_vs_VEH"
"ENSRNOG00000002609",2,"THC_O3_vs_VEH_O3"
"ENSRNOG00000004479",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000008115",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000008256",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000012410",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000012512",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000015397",2,"THC_O3_vs_VEH_O3"
"ENSRNOG00000015411",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000015957",2,"THC_O3_vs_VEH_O3"
"ENSRNOG00000016294",2,"THC_O3_vs_VEH_O3"
"ENSRNOG00000018266",2,"THC_O3_vs_VEH_O3"
"ENSRNOG00000020434",2,"THC_O3_vs_VEH_O3"
"ENSRNOG00000021847",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000021945",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000023317",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000025121",2,"THC_O3_vs_VEH_O3"
"ENSRNOG00000028632",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000032300",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000039740",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000045967",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000046143",2,"THC_O3_vs_VEH_O3"
"ENSRNOG00000046254",2,"THC_O3_vs_VEH_O3"
"ENSRNOG00000059947",1,"THC_O3_vs_VEH_O3"
"ENSRNOG00000000133",2,"THC_vs_VEH"
"ENSRNOG00000000782",1,"THC_vs_VEH"
"ENSRNOG00000002659",1,"THC_vs_VEH"
"ENSRNOG00000002802",1,"THC_vs_VEH"
"ENSRNOG00000003443",1,"THC_vs_VEH"
"ENSRNOG00000003648",1,"THC_vs_VEH"
"ENSRNOG00000004772",1,"THC_vs_VEH"
"ENSRNOG00000006420",1,"THC_vs_VEH"
"ENSRNOG00000006545",2,"THC_vs_VEH"
"ENSRNOG00000006611",1,"THC_vs_VEH"
"ENSRNOG00000007047",1,"THC_vs_VEH"
"ENSRNOG00000007272",2,"THC_vs_VEH"
"ENSRNOG00000007350",1,"THC_vs_VEH"
"ENSRNOG00000008235",1,"THC_vs_VEH"
"ENSRNOG00000009436",1,"THC_vs_VEH"
"ENSRNOG00000010133",1,"THC_vs_VEH"
"ENSRNOG00000011582",1,"THC_vs_VEH"
"ENSRNOG00000012160",1,"THC_vs_VEH"
"ENSRNOG00000012475",1,"THC_vs_VEH"
"ENSRNOG00000012557",1,"THC_vs_VEH"
"ENSRNOG00000014915",1,"THC_vs_VEH"
"ENSRNOG00000015201",1,"THC_vs_VEH"
"ENSRNOG00000015903",1,"THC_vs_VEH"
"ENSRNOG00000017637",1,"THC_vs_VEH"
"ENSRNOG00000018181",1,"THC_vs_VEH"
"ENSRNOG00000018735",1,"THC_vs_VEH"
"ENSRNOG00000019183",1,"THC_vs_VEH"
"ENSRNOG00000020125",1,"THC_vs_VEH"
"ENSRNOG00000020505",1,"THC_vs_VEH"
"ENSRNOG00000020874",1,"THC_vs_VEH"
"ENSRNOG00000020875",1,"THC_vs_VEH"
"ENSRNOG00000022071",1,"THC_vs_VEH"
"ENSRNOG00000025448",1,"THC_vs_VEH"
"ENSRNOG00000025864",2,"THC_vs_VEH"
"ENSRNOG00000027767",1,"THC_vs_VEH"
"ENSRNOG00000032708",1,"THC_vs_VEH"
"ENSRNOG00000032844",1,"THC_vs_VEH"
"ENSRNOG00000033217",1,"THC_vs_VEH"
"ENSRNOG00000034164",1,"THC_vs_VEH"
"ENSRNOG00000036880",1,"THC_vs_VEH"
"ENSRNOG00000040109",1,"THC_vs_VEH"
"ENSRNOG00000050099",1,"THC_vs_VEH"
"ENSRNOG00000054986",1,"THC_vs_VEH"
"ENSRNOG00000057335",1,"THC_vs_VEH"
"ENSRNOG00000057901",1,"THC_vs_VEH"
"ENSRNOG00000058105",1,"THC_vs_VEH"
"ENSRNOG00000059266",1,"THC_vs_VEH"
"ENSRNOG00000059750",1,"THC_vs_VEH"
"ENSRNOG00000060338",1,"THC_vs_VEH"
"ENSRNOG00000000461",1,"THC_vs_VEH_O3"
"ENSRNOG00000000878",1,"THC_vs_VEH_O3"
"ENSRNOG00000000894",2,"THC_vs_VEH_O3"
"ENSRNOG00000000963",4,"THC_vs_VEH_O3"
"ENSRNOG00000001295",4,"THC_vs_VEH_O3"
"ENSRNOG00000001825",1,"THC_vs_VEH_O3"
"ENSRNOG00000002214",1,"THC_vs_VEH_O3"
"ENSRNOG00000003028",2,"THC_vs_VEH_O3"
"ENSRNOG00000003121",4,"THC_vs_VEH_O3"
"ENSRNOG00000003553",4,"THC_vs_VEH_O3"
"ENSRNOG00000003833",1,"THC_vs_VEH_O3"
"ENSRNOG00000004554",4,"THC_vs_VEH_O3"
"ENSRNOG00000005151",1,"THC_vs_VEH_O3"
"ENSRNOG00000005195",1,"THC_vs_VEH_O3"
"ENSRNOG00000005650",4,"THC_vs_VEH_O3"
"ENSRNOG00000005695",1,"THC_vs_VEH_O3"
"ENSRNOG00000005924",1,"THC_vs_VEH_O3"
"ENSRNOG00000007457",1,"THC_vs_VEH_O3"
"ENSRNOG00000007587",1,"THC_vs_VEH_O3"
"ENSRNOG00000008182",4,"THC_vs_VEH_O3"
"ENSRNOG00000008332",1,"THC_vs_VEH_O3"
